NO,TANGGAL REGISTRASI,KODE KLINIK,STATUS,NAMA KLINIK,ALAMAT,KELURAHAN,KECAMATAN,PUSKESMAS,NOMOR IZIN OPERASIONAL KLINIK,TANGGAL IJIN TERBIT,TANGGAL IJIN BERAKHIR,NAMA PENANGGUNGJAWAB,JENIS KLINIK (KECANTIKAN/NON KECANTIKAN),JENIS PELAYANAN,JENIS KLINIK,KAB/KOTA,PROVINSI,"KHUSUS KLINIK YANG DIMILIKI KEMENTERIAN/LEMBAGA, 
ISIKAN DI KOLOM INI DENGAN NAMA KEMENTERIAN/LEMBAGANYA",KERJASAMA BPJS,SURVEI AKREDITASI ,KODE FASYANKES,LPA,STATUS AKREDITASI SAAT INI,NO. SERTIFIKAT AKREDITASI,MASA BERLAKU AKREDITASI,RENCANA SURVEI AKREDITASI (TAHUN),RENCANA SURVEI AKREDITASI (BULAN),SUMBER PENDANAAN,LOGIN KE APLIKASI DFO,LOGIN KE APLIKASI MUTUFASYANKES,LOGIN KE APLIKASI ASPAK,LOGIN KE APLIKASI SISDMK,KETERANGAN,,,,,,,,,,,,,
168,28-07-2022,1237354,Aktif,KLINIK PRATAMA INTIBIOS,"JL.SULTAN AGUNG NO.142, KALIWIRU, KEC. CANDISARI, SEMARANG , JAWA TENGAH",Kaliwiru,Candisari,Kagok,1.80821E+16,31/03/2022,31/03/2027,dr.Lura Sativa,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300168,Lembaga Akreditasi Prima Husada (LAPRIDA),PARIPURNA,YM.02.01/D/35941/2024, 01 Maret 2024 s.d 01 Maret 2029,,,,,,,,,,,,,,,,,,,,,
169,03-08-2022,1237261,Aktif,KLINIK PRATAMA HARMONI KARYA,JL.KEDUNGUNDU RAYA NO.161 A KEL. SENDANGGUWO,Sendangmulyo,Tembalang,Kedungmundu,1.31021E+16,17/06/2022,17/06/2027,dr. Budi Mulyanto,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,04-08-2022,1237268,Aktif,KLINIK CITA SEHAT,"JL. SOMPOK NO. 70  LAMPER LOR, SEMARANG SELATAN KOTA SEMARANG",Lamper Lor,Semarang Selatan,Lamper Tengah,445.5/19/DPM-PTSP/IPMDS.19/V/2019,"Monday, August 5, 2019","Monday, August 5, 2024",dr. Mahesti Dwi S,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300170,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",UTAMA,YM.02.01/D/15144/2023,11 November 2023 s.d 11 November 2028,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
171,11-08-2022,1237048,Aktif,KLINIK RAWAT INAP PRATAMA UNIMUS,JLN. PETEK KP. GAYAM RT.02 RW.06 KEL. DADAPSARI KEC. SEMARANG UTARA,Dadapsari,Semarang Utara,Bandarharjo,5.0921E+15,30/03/2022,30/03/2027,dr.Rochman Basuki,Non Kecantikan,Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300171,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/13863/2023,05 November 2023 s.d 05 November 2028 ,2023,NOVEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
172,21-09-2022,1237290,Aktif,KLINIK PUSPITA,CITARUM RAYA 108,Mlatiharjo,Semarang Timur,Bugangan,445.5/24/DPM-PTSP/IPMDS.24/VI/2021,"Saturday, March 6, 2021","Friday, March 6, 2026",dr. Devy Puspitasari,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300172,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),UTAMA,YM.02.01/D/9928/2023, 09 Agustus 2023 s.d 09 Agustus 2028,2023,AGUSTUS,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
173,22-09-2022,1237364,Aktif,KLINIK AULIA FAWWAS,JL. DEWI SARTIKA 1 NO. 35 A SEMARANG,Sukorejo,Gunungpati,Sekaran,445.5/55/DPM-PTSP/IPMDS.55/XII/2019,"Sunday, May 12, 2019","Sunday, May 12, 2024",dr. Sidah Ayu Oktavia A,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300173,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/16265/2023,25 November 2023 s.d 25 November 2028 ,2023,NOVEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
174,24-09-2022,1237294,Aktif,KLINIK PRATAMA BANGUN MEDIKA,JL. BANGUNHARJO I NOMOR 12A BANYUMANIK SEMARANG 50264,Banyumanik,Banyumanik,Srondol,445.5/59/DPM-PTSP/IPMDS.59/XII/2020,21/12/2020,21/12/2025,"dr.Sri Kadarsih,MM",Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300174,"Lembaga Akreditasi Puskesmas, Klinik, dan Laboratorium Indonesia (LAPKLIN)",PARIPURNA,YM.02.01/D/16313/2023,25 November 2023 s.d 25 November 2028 ,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
175,24-09-2022,1237270,Aktif,KLINIK UTAMA PIP SEMARANG,"JL. SINGOSARI RAYA NO.2A, KOTA SEMARANG",Wonodri,Semarang Selatan,Pandanaran,5.0623E+15,20/06/2023,20/06/2028,"Prof.Dr.dr.Suprihati Winarto,MSc,SpTHT",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,29-09-2022,1237748,Aktif,KLINIK GIGI NADIRA TIRTO AGUNG,"JL. TIRTO AGUNG RAYA A3, PEDALANGAN, SEMARANG",Pedalangan,Banyumanik,Rowosari,445.5/23/DPM-PTSP/IPMDS.23/V/2019,27/05/2019,27/05/2024,drg.Intan Winari,Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,29-09-2022,1237742,Aktif,KLINIK GIGI NADIRA KELUD,"JL. KELUD RAYA NO. 47 A, GAJAHMUNGKUR, SEMARANG",Petompon,Gajahmungkur,Pegandan,445.5/48/DPM-PTSP/IPMDS.48/X/2020,21/10/2020,21/10/2025,drg. Irine Apriani,Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,29-09-2022,1237743,Aktif,KLINIK GIGI NADIRA FATMAWATI,"JL. FATMAWATI NO. 85D, PEDURUNGAN, SEMARANG",Gemah,Pedurungan,Tlogosari Kulon,9.1203E+16,"Friday, February 12, 2021","Thursday, February 12, 2026","drg. Helmi Fathurrahman,Sp.Pros",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,03-10-2022,1237406,Aktif,KLINIK RAHMA MEDIKA,"JATISARI PERMAI C3/3A RT2/12, JATISARI, MIJEN",Jatisari,Mijen,Mijen,1.298E+16,"Sunday, October 2, 2022","Saturday, October 2, 2027",dr.Anasih,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300179,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA,YM.02.01/D/11062/2023,28 September 2023 s.d 28 September 2028,2023,SEPTEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
180,06-10-2022,1237441,Aktif,EMERALD AESTHETIC CLINIC,"JL. MT. HARYONO NO. 219, RUKO PLAZA PETERONGAN BLOK D3-D5, WONODRI, SEMARANG",Wonodri,Semarang Selatan,Pandanaran,1.283E+16,"Sunday, October 2, 2022","Saturday, October 2, 2027",dr. Ghea Kartika Putri Rischa,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,06-10-2022,1237912,Aktif,KLINIK PRATAMA DENTICARE DENTAL CLINIC,"JL. MULAWARMAN SELATAN RAYA NO. 16 B, SEMARANG",Kramas,Tembalang,Rowosari,3.11221E+16,30/03/2022,30/03/2027,dr.Intan Ayu Rizki Putri,Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,29-10-2022,1237361,Aktif,WHITE AND YOUNG DERMATOLOGY CLINIC,JL. TUMPANG RAYA NO.120,Bendan Ngisor,Gajahmungkur,Pegandan,7.1021E+15,"Saturday, October 8, 2022","Friday, October 8, 2027","dr.Wieke Trifosa Nahason,SpKK",Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,07-10-2022,1237893,Aktif,KLINIK MADANI,"JL. MR. KOESBIJONO TJONDROWIBOWO RT 02 RW 08, PATEMON, GUNUNGPATI, SEMARANG",,,,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,10-10-2022,1237708,Aktif,MS GLOW AESTHETIC CLINIC SEMARANG,JL. MAYOR JEND D.I. PANJAITAN NO. 74 BRUMBUNGAN,Brumbungan,Semarang Tengah,Miroto,2.11011E+15,13/12/2021,13/12/2026,dr.Deffi Leksani Anggar Sari,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,11-10-2022,1237454,Aktif,KLINIK PRATAMA MEDICO,"JALAN MULAWARMAN SELATAN RAYA NO. 16A KELURAHAN JABUNGAN, KECAMATAN BANYUMANIK, KOTA SEMARANG, PROVINSI JAWA TENGAH - 50271",Jabungan,Banyumanik,Padangsari,1.41021E+16,20/09/2022,20/09/2027,dr. Rikky Dwiyanto Sulistyo,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,13-10-2022,1237730,Aktif,KLINIK PRATAMA UNWAHAS,"JL. MENOREH RAYA NO 94, SAMPANGAN, SEMARANG",Sampangan,Gajahmungkur,Pegandan,445.5/5/DPM-PTSP/IPMDS.5/I/2019,14/01/2019,14/01/2024,dr. Donny Susilo,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,26-10-2022,1238124,Aktif,KLINIK PRATAMA SANDJOJO SEHAT,"KAMPUS BSB - UNIKA SOEGIJAPRANATA JL. RM. HADI SOEBENO SOSROWARDOJO NO. 2 KEL. PESANTREN KEC. MIJEN BSB CITY, KOTA SEMARANG",Jatibarang,Mijen,Mijen,9.12011E+16,17/04/2023,17/04/2028,dr.Maya Yanuarty,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Ya,YA,33740300187,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/19930/2023,14 Desember 2023 s.d 14 Desember 2028 ,2023,DESEMBER,,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
188,27-10-2022,1237662,Aktif,KLINIK CAVITA MEDIKA,JL. TLOGOSARI RAYA I NO. 61 SEMARANG,Tlogosari Kulon,Pedurungan,Tlogosari Kulon,1.206E+16,18/10/2021,18/10/2027,dr.Sumarwoto,Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,27-10-2022,1237661,Aktif,KLINIK CAVITA MEDIKA,JL. DR. WAHIDIN NO.181,Kaliwiru,Candisari,Kagok,1.206E+16,18/10/2021,18/10/2027,dr.Heru Kristiawan,Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,06-10-2022,1237729,Aktif,WHITE AND YOUNG DERMATOLOGY CLINIC,JL. TUMPANG RAYA NO. 120,Bendan Ngisor,Gajahmungkur,Pegandan,7.1021E+15,"Saturday, October 8, 2022","Friday, October 8, 2027","dr.Wieke Trifosa Nahason,SpKK",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,31-10-2022,1237692,Aktif,KLINIK PRATAMA YONIF RAIDER 400/BR,"JL. SETIABUDI, SRONDOL KULON, BANYUMANIK, KOTA SEMARANG, JAWA TENGAH",Srondol Kulon,Banyumanik,Srondol,445.5/51/DPM-PTSP/IPMDS.51/X/2020,26/10/2020,26/10/2025,dr.Kus Ageriyawan,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,KESDAM TNI,Ya,YA,33740300191,Lembaga Akreditasi Fasilitas Kesehatan Indonesia (LAFKI),PARIPURNA,YM.02.01/D/10524/2023,10 September 2023 s.d 10 September 2028,2023,SEPTEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
192,23-11-2022,1237892,Aktif,KLINIK UTAMA DANASTRI,"JALAN INDRAPRASTA NO. 97, KEL. PENDRIKAN LOR, KEC. SEMARANG TENGAH, KOTA SEMARANG, JAWA TENGAH, 50183",,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,01-12-2022,1237974,Aktif,KLINIK PRATAMA LAPAS KELAS I SEMARANG,"JL. RAYA SEMARANG-BOJA KM.4, WATES, KEC. NGALIYAN, KOTA SEMARANG, JAWA TENGAH",Wates,Ngaliyan,Ngaliyan,445.5/28/DPM-PTSP/IPMDS.28/VII/2019,29/07/2019,29/07/2024,dr. Adhi Yustiawan,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Lembaga Pemasyarakatan Kelas I Semarang,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,08-12-2022,1238191,Aktif,KLINIK PRATAMA USM JAYA,"JL. SOEKARNO HATTA KEL. TLOGOSARI. KEC. PEDURUNGAN, KOTA SEMARANG",Tlogosari Kulon,Pedurungan,Tlogosari Kulon,1.207E+16,18/07/2022,18/07/2027,dr. Purwanti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,02-01-2023,1238159,Aktif,KLINIK PRATAMA PUTRA NUSA MEDIKA,JL. PETEK NO 47 DADAPSARI SEMARANG UTARA JAWA TENGAH 50173,Dadapsari,Semarang Utara,Bandarharjo,6.1222E+15,29/12/2022,29/12/2027,dr. Naimah Hassan,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,27-01-2023,1238541,Aktif,BALAI KESEHATAN MASYARAKAT WILAYAH SEMARANG,JALAN KH AHMAD DAHLAN NO.39 SEMARANG,,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,Balai Kesehatan Masyarakat Wilayah Semarang,Ya,YA,33740300196,Lembaga Akreditasi Independen Semar Bhakti Nusantara (LAI SBN),PARIPURNA,YM.02.01/D/18891/2023,18 November 2023 s.d 18 November 2028 ,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
197,03-02-2023,1238534,Aktif,BALAI KESEHATAN INDERA MASYARAKAT PROVINSI JAWA TENGAH,"JL. KH AHMAD DAHLAN NO.39, KARANGKIDUL, KEC. SEMARANG TENGAH, KOTA SEMARANG, JAWA TENGAH 50241",,,,,,,,,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,BALAI KESEHATAN INDERA MASYARAKAT,Ya,YA,33740300197,Lembaga Akreditasi Fasyankes Seluruh Indonesia (LASKESI),PARIPURNA, YM.02.01/D/13568/2023, 03 November 2023 s.d 03 November 2028,2023,NOVEMBER,Mandiri,Sudah login,Sudah login,Sudah login,Sudah login,,,,,,,,,,,,,,
198,01-03-2023,1238685,Aktif,KLINIK UTAMA PRAMITA,JL D.I. PANJAITAN NO 7-7A,Miroto,Semarang Tengah,Miroto,8.12012E+16,31/01/2023,31/01/2028,"dr.Maria Eka Pranasakti,SpPD",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,02-01-2023,1238724,Aktif,KLINIK PRATAMA HASNA,JALAN PUSPONJOLO SELATAN NOMOR 17 SEMARANG,Bojongsalaman,Semarang Barat,Karangayu,2.80322E+16,29/08/2022,29/08/2027,dr. Krisma Irmajanti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,20-01-2021,1238729,Aktif,KLINIK PRATAMA WARGA UTAMA,JL JEMBAWAN RAYA NO. 8 KALIBANTENG KULON SEMARANG BARAT SEMARANG,Kalibanteng Kulon,Semarang Barat,Lebdosari,9.12022E+16,"Wednesday, August 9, 2023","Wednesday, August 9, 2028",dr.Sumarningsih,Non Kecantikan,Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,12-03-2023,1238807,Aktif,KLINIK ESTETIKA LARISSA,"JL. DI PANJAITAN NO 94, JAGALAN",Purwodinatan,Semarang Tengah,Poncol,445.5/37/DPM-PTSP/IPMDS.37/VIII/2019,29/08/2019,29/08/2024,dr. Zuhaida Annafisah,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,15-03-2023,1238826,Aktif,KLINIK YEHOVA SHALOM,JL KARIMATA NO 40 SEMARANG,Karangtempel,Semarang Timur,Halmahera,445.5/46/DPM-PTSP/IPMDS.46/XII/2019,"Sunday, May 12, 2019","Sunday, May 12, 2024",dr. Isdijarto Hidayat,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,27-03-2023,1238838,Aktif,KLINIK BPK RI PERWAKILAN PROVINSI JAWA TENGAH,JL. PERINTIS KEMERDEKAAN NO. 175,Pudakpayung,Banyumanik,Pudakpayung,445.5/3/DPM-PTSP/IPMDS.3/I/2020,"Sunday, March 1, 2015","Saturday, March 1, 2025",dr. Iswara Chandra Herlinawati,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,BPK RI Perwakilan Provinsi Jawa Tengah,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,21-03-2023,1239018,Aktif,KLINIK PRATAMA TYARA,JL. ROWOSARI II NO.4 RT 07 RW 01 WONOSARI NGALIYAN SEMARANG,Wonosari,Ngaliyan,Tambakaji,2.01222E+16,"Monday, July 3, 2023","Monday, July 3, 2028",dr.Engkris Trisnawati,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,13-12-2022,1239027,Aktif,BK LANAL SEMARANG,JL SRI REJEKI UTARA NO 1 RT 3 RW 5,,,,,,,,,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,PANGKALAN TNI AL SEMARANG,Ya,YA,33740300205,Lembaga Akreditasi Fasilitas Kesehatan Indonesia (LAFKI),PARIPURNA,YM.02.01/D/17660/2023,28 November 2023 s.d 28 November 2028 ,2023,NOVEMBER,Mandiri,,,,,,,,,,,,,,,,,,
206,09-11-2022,1239067,Aktif,KLINIK ARMEDIKA,"JL. MEDOHO RAYA I NO 4, KALICARI, PEDURUNGAN, SEMARANG",Kalicari,Pedurungan,Tlogosari Kulon,9.1201E+16,"Monday, September 5, 2022","Sunday, September 5, 2027",dr. Arninda Fergian Saputri,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,29-09-2022,1239076,Aktif,KLINIK GIGI NADIRA SUKUN,"JL. SUKUN RAYA RUKO B1, BANYUMANIK, SEMARANG",Srondol Wetan,Banyumanik,Srondol,9.1203E+16,"Saturday, March 4, 2023","Saturday, March 4, 2028",drg. Ahmad Sulistiono,Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,29-09-2022,1239077,Aktif,KLINIK GIGI NADIRA NGALIYAN,"JL. PROF. DR HAMKA 11 KAV 4, NGALIYAN, SEMARANG",Purwoyoso,Ngaliyan,Purwoyoso,9.1203E+16,"Saturday, October 8, 2022","Friday, October 8, 2027",drg. Rhesa Aditiana Wardani,Gigi,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,31-03-2023,1239120,Aktif,KLINIK LAPAS PEREMPUAN KELAS IIA SEMARANG,JL. MGR. SUGIYOPRANOTO NO. 59 SEMARANG,Pendrikan Kidul,Semarang Tengah,Poncol,445.5/32/DPM-PTSP/IPMDS.32/IX/2021,21/09/2021,21/09/2026,Drg. M.T. Femi Irianti,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,Lembaga Pemasyarakatan Kelas IIA Semarang,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,12-03-2022,1239172,Aktif,KRISTIE AESTHETIC CLINIC,JL IMAM BONJOL NO 141 KEL PINDRIKAN LOR KEC SEMARANG TENGAH KOTA SEMARANG,Pendrikan Lor,Semarang Tengah,Poncol,8.12E+16,24/03/2023,24/03/2028,dr.Mufida Rizqiyani Husna,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,16-05-2023,1239193,Aktif,KLINIK UTAMA PATERNITAS,JL.TIRTO AGUNG NO. 12 A TEMBALANG KEC.BANYUMANIK KOTA SEMARANG,Tembalang,Tembalang,Rowosari,1.31021E+16,"Saturday, November 5, 2022","Friday, November 5, 2027","dr. Tuntas Dhanardhono, MSi.Med,MH,SpFM",nan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,12-04-2023,1239208,Aktif,KLINIK PRATAMA SOEGIJAPRANATA,JL DR WAHIDIN 110,Jatingaleh,Candisari,Candilama,445.5/61/DPM-PTSP/IPMDS.61/XII/2020,23/12/2020,23/12/2025,drg.Maria Imacollata Ardiani Ellyawati,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,25-01-2023,1239220,Aktif,KLINIK GIGI JOY DENTAL SEMARANG,"KLINIK GIGI JOY DENTAL SEMARANG, JALAN SETIABUDI NO.84 F, SUMURBOTO, BANYUMANIK, SUMURBOTO, KEC. BANYUMANIK, KOTA SEMARANG, JAWA TENGAH (50269)",Sumurboto,Banyumanik,Ngesrep,2.60722E+14,28/12/2022,28/12/2027,"drg. Dana Restuati P. M.H, Sp.Ort",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,YA,33740300213,Aski Klinik Indonesia (ASKIN),PARIPURNA,YM.02.01/D/39201/2024,26 Maret 2024 s.d 26 Maret 2029 ,,,,,,,,,,,,,,,,,,,,,
214,09-06-2023,1239261,Aktif,KLINIK UTAMA AUDY DENTAL SEMARANG,"JL. GAJAHMADA NO.99C, RT.007/RW.005, MIROTO, KEC. SEMARANG TENGAH, KOTA SEMARANG, JAWA TENGAH 50134",Miroto,Semarang Tengah,Miroto,2.91122E+16,"Thursday, May 4, 2023","Thursday, May 4, 2028","drg.Novia Alamsyah Djaynurdin,SpKG",Gigi,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,21-01-2023,1239385,Aktif,KLINIK UTAMA BENECIA,"SEMARANG INDAH BLOK CIV NO.22, TAWANGMAS, SEMARANG BARAT, KOTA SEMARANG",Tawang Mas,Semarang Barat,Krobokan,2.70522E+16,"Tuesday, October 11, 2022","Monday, October 11, 2027","dr.Nandra Hermanto,SpKFR",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,24-07-2023,1239419,Aktif,KLINIKITA KALIPANCUR,JL. ABDULRAHMAN SALEH KAV 783 SEMARANG,Kalipancur,Ngaliyan,Purwoyoso,445.5/004/DPM PTSP/XI/2018,"Friday, March 1, 2019","Friday, March 1, 2024",dr. Sherly Katerina,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,12-07-2023,1239420,Aktif,L'VIORS BEAUTY CLINIC,"JALAN INDRAPRASTA NO 27, PINDRIKAN LOR, SEMARANG TENGAH.",Pindrikan Lor,Semarang Tengah,Poncol,1.70122E+16,"Thursday, June 1, 2023","Thursday, June 1, 2028","dr.Syamsul Arifin,SpDV",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,02-08-2023,1239453,Aktif,GIO DENTAL CARE SEMARANG,"JL SETIA BUDI NO 55, SRONDOL KULON, BANYUMANIK, KOTA SEMARANG, JAWA TENGAH 50263",Srondol Kulon,Banyumanik,Srondol,5.0922E+15,27/07/2023,27/07/2028,drg. Syafrudin Aulia Azhar,Gigi,Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,07-10-2022,1239556,Aktif,KLINIK ASRI MEDIKA,"JL. BRIGJEND SUDIARTO 118, KEL. PANDEAN LAMPER, KEC. GAYAMSARI",Gayamsari,Gayamsari,Gayamsari,1.24E+16,"Saturday, September 11, 2021","Friday, September 11, 2026",dr.Endang Asriani Yuwono,Non Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,10-08-2023,1239627,Aktif,KLINIK PRATAMA THE VALLERY AESTHETIC CLINIC,JL.KELUD RAYA NO.45 KELURAHAN PETOMPON KECAMATAN GAJAHMUNGKUR KOTA SEMARANG,Petompon,Gajahmungkur,Pegandan,1.60523E+16,"Tuesday, August 8, 2023","Tuesday, August 8, 2028",dr. Olivia Harjanto,Kecantikan,Non Rawat Inap,Pratama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,14-10-2022,1239923,Aktif,ELIA SKIN CARE CLINIC,JL. SINGOSARI RAYA NO.16,Plombokan,Semarang Utara,Bulu Lor,445.5/9/DPM-PTSP/IKSS.9/XII/2020,"Wednesday, August 12, 2020","Tuesday, August 12, 2025","dr. Sri Ellyani,SpKK",Kecantikan,Non Rawat Inap,Utama,Kota Semarang,JAWA TENGAH,,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,
