No,EMAIL,TELEPON,KODE KLINIK,NAMA KLINIK,JENIS KLINIK,JENIS PELAYANAN,TANGGAL REGISTRASI,ALAMAT,CAMAT,KAB/KOTA,PROPINSI,PEMILIK,NAMA PEMILIK,PENYELENGGARA,PELAKU USAHA,KERJASAMA BPJS,BERJEJARING PUSKESMAS,PROGRAM PRIORITAS,NAMA PUSKESMAS,KODE BPJS,AKREDITASI
260,lysahardjono975@gmail.com,81328935013,33740300260,moira clinic,Pratama,Non Rawat Inap,1/18/2024,jl imam bonjol no 157 semarang,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT MOIRA GEMILANG ABADI,Masyarakat/Swasta,Perorangan,Tidak,Ya,"Hipertensi,Diabetes Melitus,Lainnya",PONCOL,,Belum
261,osmile.semarang@gmail.com,8112979738,33740300261,O-SMILE LASER DENTAL CENTRE,Utama,Non Rawat Inap,3/17/2022,JALAN DIENG 11A,GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"drg. Prisca Bernadeti S. W., MPH, Sp.KG",Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PEGANDAN,,Belum
262,diahwriter@gmail.com,85225040302,33740300262,Klinik Pratama Siloam,Pratama,Non Rawat Inap,1/22/2024,"Jl Karangsaru 2, Jagalan, Semarang Tengah, Semarang 50136 Jawa Tengah",SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Yayasan Kesehatan Siloam GKI Karangsaru,Masyarakat/Swasta,Badan Usaha,Tidak,Ya,"TB,Lainnya",MIROTO,,Belum
263,beningsclinicsemarang01@gmail.com,08815868038__,33740300263,Klinik Pratama Benings (Benings Klinik Semarang),Pratama,Non Rawat Inap,1/31/2023,"Jl Mayjend Sutoyo No 59, Pekunden Semarang Tengah Kota Semarang",SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT Benings Pratama Grup,Kementerian/Lembaga,Perorangan,Tidak,Tidak,Lainnya,MIROTO,,Belum
264,erskincenter@gmail.com,087838603252_,33740300264,ERSKIN CLINIC,Pratama,Non Rawat Inap,4/11/2022,jl. sambiroto raya rt02/rw02 semarang,TEMBALANG,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"dr. RIEN ENDAH W, M.Bio.Med",Kementerian/Lembaga,Perorangan,Tidak,Tidak,,KEDUNG MUNDU,,Belum
265,diah.umhg@gmail.com,82228800760,33740300265,Klinik Pratama Bethesda,Pratama,Non Rawat Inap,1/22/2024,"Jl. Sompok Lama No.8, Peterongan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50242",SEMARANG SELATAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Yayasan Griya Kesehatan Indonesia,Masyarakat/Swasta,Badan Usaha,Tidak,Ya,"TB,Lainnya",LAMPER TENGAH,,Belum
266,larissa.lac035@gmail.com,08112823476__,33740300266,KLINIK KECANTIKAN PRATAMA LARISSA TEMBALANG,Pratama,Non Rawat Inap,1/29/2024,JLN NGESREP TIMUR V NO 52 SUMURBOTO BANYUMANIK SEMARANG,BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Tomy Tan,Kementerian/Lembaga,Perorangan,Tidak,Ya,,NGESREP,,Belum
267,sultanagungsuperskin58@gmail.com,81390962846,33740300267,Klinik Pratama Super Skin,Pratama,Non Rawat Inap,2/3/2024,"Jalan Sultan Agung No 105, Kelurahan Gajahmungkur, Kecamatan Gajahmungkur, Kota Semarang, Jawa Tengah",GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. Fios Aneka Medika,Masyarakat/Swasta,Badan Usaha,Tidak,Ya,,PEGANDAN,,Belum
268,semarangbarat.prodia@gmail.com,089667213505_,33740300268,Klinik Prodia Healthcare,Utama,Non Rawat Inap,2/22/2024,Jl. Jendral Sudirman No. 121,SEMARANG BARAT,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Chyntia Resti Wijaya,Kementerian/Lembaga,Perorangan,Tidak,Ya,TB,KROBOKAN,,Belum
269,tmcsemarang@tirta.co.id,82136327521,33740300269,Klinik Tirta Medical Centre Semarang,Utama,Non Rawat Inap,1/12/2024,"Jl. Majapahit No.211B RT/RW. 07/06, Kelurahan Gemah, Kec. Pedurungan, Kota Semarang, Provinsi Jawa Tengah",PEDURUNGAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT E-TIRTA MEDICAL CENTRE,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,TELOGOSARI KULON,,Belum
270,Dentfamclinic@gmail.com,81905068001,33740300270,Klinik Gigi Utama Dentfam,Utama,Non Rawat Inap,7/28/2023,jl. Seroja 1 no. 8,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,"drg. Franciskus W Praba, SpBM(K)",Kementerian/Lembaga,Perorangan,Tidak,Ya,Lainnya,MIROTO,,Belum
271,klinikpromedical@gmail.com,81911111047,33740300271,Klinik Pro Medical Center,Utama,Non Rawat Inap,2/9/2024,"Jl. Suratmo No.319B, Manyaran Semarang Barat, Kota Semarang",SEMARANG BARAT,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. LUMIN MEDIKA INVESTAMA,Masyarakat/Swasta,Badan Hukum,Tidak,Tidak,,MANYARAN,,Belum
272,aestheticdentalclinicsemarang@gmail.com,82220696902,33740300272,Aesthetic Dental Clinic,Utama,Non Rawat Inap,11/21/2023,jalan fatmawati raya no 18. sendangmulyo. Kota Semarang,TEMBALANG,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT ESTETIK MEDIKA PERMATA,Masyarakat/Swasta,Badan Usaha,Tidak,Tidak,,KEDUNG MUNDU,,Belum
273,lbc_semarang@yahoo.co.id,8886900188,33740300273,London Beauty Center (LBC),Pratama,Non Rawat Inap,2/20/2024,"Jl.Brigjend Katamso No.2A, Karangturi",SEMARANG TIMUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT.Estetika Medika Utama,Masyarakat/Swasta,Badan Usaha,Tidak,Ya,,HALMAHERA,,Belum
274,ybebright@gmail.com,8112883350,33740300274,YBe Bright Beauty Clinic,Pratama,Non Rawat Inap,8/24/2022,"Ruko Emerald Green No. 9A BSB City, Jatibarang, Mijen, Kota Semarang",MIJEN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,CV. ESPANA CEMERLANG,Kementerian/Lembaga,Perorangan,Tidak,Ya,,MIJEN,,Belum
275,klinikutamadermaluxe@gmail.com,6.28123E+12,33740300275,Klinik Utama Dermaluxe,Utama,Non Rawat Inap,3/14/2024,Jl. Seroja Dalam 2B Kel. Karang Kidul -Kec.Semarang Tengah - Kota Semarang,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,CV DERMALUXE,Masyarakat/Swasta,Badan Usaha,Tidak,Tidak,,MIROTO,,Belum
276,mydentist.wonodri@gmail.com,8.95326E+11,33740300276,Klinik Gigi My Dentist Wonodri,Pratama,Non Rawat Inap,3/4/2024,Jl. Wonodri Sendang Raya No 15 E,SEMARANG SELATAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT INDIRA MITRA PERKASA,Kementerian/Lembaga,Perorangan,Tidak,Ya,,PANDANARAN,,Belum
277,mydentist.banyumanik@gmail.com,8.95326E+11,33740300277,Klinik GIgi My Dentist Banyumanik,Pratama,Non Rawat Inap,3/4/2024,Jl. Jati raya No 2 A,BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT INDIRA MITRA PERKASA,Kementerian/Lembaga,Perorangan,Tidak,Ya,,SRONDOL,,Belum
278,mydentist.majapahit@gmail.com,8.95326E+11,33740300278,Klinik Gigi My Dentist Majapahit,Pratama,Non Rawat Inap,3/13/2024,Jl. Brigjend Sudiarto No 228 BC,GAYAMSARI,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT INDIRA MITRA PERKASA,Kementerian/Lembaga,Perorangan,Tidak,Ya,,TELOGOSARI KULON,,Belum
279,mydentist.puri@gmail.com,8.95326E+11,33740300279,Klinik Gigi My Dentist Puri,Pratama,Non Rawat Inap,3/4/2024,Jl. Anjasmoro Raya No. 4,SEMARANG BARAT,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT INDIRA MITRA PERKASA,Kementerian/Lembaga,Perorangan,Tidak,Ya,,KARANG AYU,,Belum
280,semarangathena@gmail.com,(024) 76585855,33740300280,KLINIK PRATAMA ATHENA,Pratama,Non Rawat Inap,3/13/2024,JL. Imam Bonjol No 177-178 Kel. Pendrikan Kidul,SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,CV KLINIK ATHENA SEMARANG,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PONCOL,,Belum
281,kliniksqin@gmail.com,088210443927_,33740300281,Klinik Utama Sqin,Utama,Rawat Inap,6/8/2023,Jl. Lamongan I No. 19 RT 001 RW 001 Kelurahan Bendan Ngisor Kecamatan Gajahmungkur Kota Semarang,GAJAHMUNGKUR,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,dr Retno Indrastiti Retmono SpKK,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PEGANDAN,,Belum
282,ptsemarangpesonaderma@gmail.com,08170171076__,33740300282,B Clinic,Pratama,Non Rawat Inap,3/18/2024,"Jalan M.H. Thamrin No. 65, Desa/Kelurahan Miroto, Kec. Semarang Tengah, Kota Semarang, Provinsi Jawa Tengah, Kode Pos: 50134",SEMARANG TENGAH,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT SEMARANG PESONA DERMA,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,MIROTO,,Belum
283,pt.tunggadewimedikaindonesia.tmi@gmail.com,08112665889__,33740300283,Immoderma Aesthetic and Wellness Clinic,Pratama,Rawat Inap,3/3/2024,Ruko Arthamas Jl. Supriyadi No.12T / 19 Kel. Kalicari Kec. Pedurungan Kota Semarang,PEDURUNGAN,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,PT. Tunggadewi Medica Indonesia,Kementerian/Lembaga,Perorangan,Tidak,Ya,,TELOGOSARI KULON,,Belum
284,klinikgigi3iffel@gmail.com,81229296030,33740300284,KLINIK GIGI 3IFFEL,Pratama,Non Rawat Inap,3/23/2024,JL. TIRTO AGUNG NO. 14 PEDALANGAN,BANYUMANIK,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,drg. Grace Novita Soenaryo,Kementerian/Lembaga,Perorangan,Tidak,Tidak,,PADANGSARI,,Belum
285,bungahdentalcare@gmail.com,6.2857E+12,33740300285,Bungah Family Dental Care,Pratama,Non Rawat Inap,10/6/2022,"Jl. Hasanuddin Permata Hijau AA1/CD, Kel Kuningan, kec Semarang Utara, Kota Semarang Pprovinsi Jawa Tengah",SEMARANG UTARA,Kota Semarang,Jawa Tengah,Masyarakat/Swasta,Lucia Surjani Tanojo,Kementerian/Lembaga,Perorangan,Tidak,Ya,Lainnya,BANDARHARJO,,Belum
